id,word,type,grammar,parent,meaning,note,factors,factor_meaning,status,confidence,strlen,source,language
121888,anussarantassāti,.un.,,,,,anussarantassa+iti,,1,80,16,union,cm
121889,anussarantiyevāti,.un.,,,,,anussaranti+eva+iti,,1,80,17,union,cm
121890,anussarāti,.un.,,,,,anussara+iti,,1,80,10,union,cm
121891,anussaratiyevāti,.un.,,,,,anussarati+eva+iti,,1,80,16,union,cm
121892,anussareyyāti,.un.,,,,,anussareyya+iti,,1,80,13,union,cm
121893,anussaritabbāti,.un.,,,,,anussaritabba+iti,,1,80,15,union,cm
121894,anussaritabbattāti,.un.,,,,,anussaritabbatta+iti,,1,80,18,union,cm
121895,anussaritvāti,.un.,,,,,anussaritva+iti,,1,80,13,union,cm
121896,anussavamevāti,.un.,,,,,anussavaṃ+eva+iti,,1,80,14,union,cm
121897,anussāvanenāti,.un.,,,,,anussāvanena+iti,,1,80,14,union,cm
121898,anussukāti,.un.,,,,,anussuka+iti,,1,80,10,union,cm
121899,anutherassāti,.un.,,,,,anutherassa+iti,,1,80,13,union,cm
121900,anuṭhitāti,.un.,,,,,anuṭhita+iti,,1,80,10,union,cm
121901,anuṭīkāti,.un.,,,,,anuṭīka+iti,,1,80,9,union,cm
121902,anuttānatthapadavaṇṇanāti,.un.,,,,,anuttānatthapadavaṇṇana+iti,,1,80,25,union,cm
121903,anuttānatthāti,.un.,,,,,anuttānattha+iti,,1,80,14,union,cm
121904,anuttarānicāti,.un.,,,,,anuttarānica+iti,,1,80,14,union,cm
121905,anuttarasīlālaṅkārasampādanatthamevāti,.un.,,,,,anuttarasīlālaṅkārasampādanatthaṃ+eva+iti,,1,80,38,union,cm
121906,anuttariyañcāti,.un.,,,,,anuttariyaṃ+ca+iti,,1,80,15,union,cm
121907,anuttariyenāti,.un.,,,,,anuttariyena+iti,,1,80,14,union,cm
121908,anuṭṭhāpanīyāti,.un.,,,,,anuṭṭhāpanīya+iti,,1,80,15,union,cm
121909,anuuṭṭhitāti,.un.,,,,,anuuṭṭhita+iti,,1,80,12,union,cm
121910,anuvādavatthusabhāgatāyāti,.un.,,,,,anuvādavatthusabhāgatāya+iti,,1,80,26,union,cm
121911,anuvādenāti,.un.,,,,,anuvādena+iti,,1,80,11,union,cm
121912,anuvattamānāti,.un.,,,,,anuvattamāna+iti,,1,80,14,union,cm
121913,anuvattanañcāti,.un.,,,,,anuvattanaṃ+ca+iti,,1,80,15,union,cm
121914,anuvattanānuvattanīyatāti,.un.,,,,,anuvattanānuvattanīyata+iti,,1,80,25,union,cm
121915,anuvattanīyattāti,.un.,,,,,anuvattanīyatta+iti,,1,80,17,union,cm
121916,anuvattatevāti,.un.,,,,,anuvattateva+iti,,1,80,14,union,cm
121917,anuvattissāmāti,.un.,,,,,anuvattissāma+iti,,1,80,15,union,cm
121918,anuvidhiyanāti,.un.,,,,,anuvidhiyana+iti,,1,80,14,union,cm
121919,anuvijjakenāti,.un.,,,,,anuvijjakena+iti,,1,80,14,union,cm
121920,anuvusīyitthāti,.un.,,,,,anuvusīyittha+iti,,1,80,15,union,cm
121921,anuyantatāti,.un.,,,,,anuyantata+iti,,1,80,12,union,cm
121922,anuyuñjāpetvāti,.un.,,,,,anuyuñjāpetva+iti,,1,80,15,union,cm
121923,anuyuñjeyyāti,.un.,,,,,anuyuñjeyya+iti,,1,80,13,union,cm
121924,anuyuñjitabbāti,.un.,,,,,anuyuñjitabba+iti,,1,80,15,union,cm
121925,anvādhiṭṭhāti,.un.,,,,,anvādhiṭṭha+iti,,1,80,13,union,cm
121926,anvajāyitthāti,.un.,,,,,anvajāyittha+iti,,1,80,14,union,cm
121927,anvākhyātattāti,.un.,,,,,anvākhyātatta+iti,,1,80,15,union,cm
121928,anvatthasaññāti,.un.,,,,,anvatthasañña+iti,,1,80,15,union,cm
121929,anvatthāti,.un.,,,,,anvattha+iti,,1,80,10,union,cm
121930,anvayāti,.un.,,,,,anvaya+iti,,1,80,8,union,cm
121931,anvayenāti,.un.,,,,,anvayena+iti,,1,80,10,union,cm
121932,apacayapakkhikāti,.un.,,,,,apacayapakkhika+iti,,1,80,17,union,cm
121933,apaccakkhatvāti,.un.,,,,,apaccakkhatva+iti,,1,80,15,union,cm
121934,apaccakkhāyāti,.un.,,,,,apaccakkhāya+iti,,1,80,14,union,cm
121935,apaccassāti,.un.,,,,,apaccassa+iti,,1,80,11,union,cm
121936,apaccavatāti,.un.,,,,,apaccavata+iti,,1,80,12,union,cm
121937,apaccayabhāvūpagamanenāti,.un.,,,,,apaccayabhāvūpagamanena+iti,,1,80,25,union,cm
121938,apācīyitthāti,.un.,,,,,apācīyittha+iti,,1,80,13,union,cm
121939,apacurappayogattāti,.un.,,,,,apacurappayogatta+iti,,1,80,19,union,cm
121940,apādānabhāvadassanatthañcāti,.un.,,,,,apādānabhāvadassanatthaṃ+ca+iti,,1,80,28,union,cm
121941,āpadāti,.un.,,,,,āpada+iti,,1,80,7,union,cm
121942,āpādetabbāti,.un.,,,,,āpādetabba+iti,,1,80,12,union,cm
121943,apādīhicāti,.un.,,,,,apādīhica+iti,,1,80,11,union,cm
121944,apadiseyyāti,.un.,,,,,apadiseyya+iti,,1,80,12,union,cm
121945,apadisīyitthāti,.un.,,,,,apadisīyittha+iti,,1,80,15,union,cm
121946,āpāditattāti,.un.,,,,,āpāditatta+iti,,1,80,12,union,cm
121947,apagacchantyanenāti,.un.,,,,,apagacchantyanena+iti,,1,80,19,union,cm
121948,apagatamevāti,.un.,,,,,apagataṃ+eva+iti,,1,80,13,union,cm
121949,apahatattāti,.un.,,,,,apahatatta+iti,,1,80,12,union,cm
121950,apahīnamevāti,.un.,,,,,apahīnaṃ+eva+iti,,1,80,13,union,cm
121951,apajahāti,.un.,,,,,apajaha+iti,,1,80,9,union,cm
121952,āpajjatevāti,.un.,,,,,āpajjateva+iti,,1,80,12,union,cm
121953,āpajjimhāti,.un.,,,,,āpajjimha+iti,,1,80,11,union,cm
121954,āpajjissāmāti,.un.,,,,,āpajjissāma+iti,,1,80,13,union,cm
121955,āpajjitabbāpattiyāti,.un.,,,,,āpajjitabbāpattiya+iti,,1,80,20,union,cm
121956,āpajjitabbattāti,.un.,,,,,āpajjitabbatta+iti,,1,80,16,union,cm
121957,apakāsetvāti,.un.,,,,,apakāsetva+iti,,1,80,12,union,cm
121958,apakassathāti,.un.,,,,,apakassatha+iti,,1,80,13,union,cm
121959,apākaṭañcāti,.un.,,,,,apākaṭaṃ+ca+iti,,1,80,12,union,cm
121960,apakatattassāti,.un.,,,,,apakatattassa+iti,,1,80,15,union,cm
121961,apakkantyāti,.un.,,,,,apakkantya+iti,,1,80,12,union,cm
121962,apālakantāti,.un.,,,,,apālakanta+iti,,1,80,12,union,cm
121963,apalibodhāti,.un.,,,,,apalibodha+iti,,1,80,12,union,cm
121964,apalokanamevāti,.un.,,,,,apalokanaṃ+eva+iti,,1,80,15,union,cm
121965,apalokanañattikammamattenāti,.un.,,,,,apalokanañattikammamattena+iti,,1,80,28,union,cm
121966,apalokanatovāti,.un.,,,,,apalokanato+eva+iti,,1,80,15,union,cm
121967,apanāmetvāti,.un.,,,,,apanāmetva+iti,,1,80,12,union,cm
121968,apanayitthāti,.un.,,,,,apanayittha+iti,,1,80,13,union,cm
121969,apanentiyāti,.un.,,,,,apanentiya+iti,,1,80,12,union,cm
121970,apanetabbāti,.un.,,,,,apanetabba+iti,,1,80,12,union,cm
121971,apanethāti,.un.,,,,,apanetha+iti,,1,80,10,union,cm
121972,apañhāvissajjanāti,.un.,,,,,apañhāvissajjana+iti,,1,80,18,union,cm
121973,apanidhethāti,.un.,,,,,apanidhetha+iti,,1,80,13,union,cm
121974,apanītacammāti,.un.,,,,,apanītacamma+iti,,1,80,14,union,cm
121975,apanīyāti,.un.,,,,,apanīya+iti,,1,80,9,union,cm
121976,āpannapaccayāti,.un.,,,,,āpannapaccaya+iti,,1,80,15,union,cm
121977,apaṇṇattivācakattāti,.un.,,,,,apaṇṇattivācakatta+iti,,1,80,20,union,cm
121978,āpannāyevāti,.un.,,,,,āpannā+eva+iti,,1,60,12,union,cm
121979,apanodassāti,.un.,,,,,apanodassa+iti,,1,80,12,union,cm
121980,apāpetvāti,.un.,,,,,apāpetva+iti,,1,80,10,union,cm
121981,apāpitāti,.un.,,,,,apāpita+iti,,1,80,9,union,cm
121982,apāpuṇitvāti,.un.,,,,,apāpuṇitva+iti,,1,80,12,union,cm
121983,aparabhāgāti,.un.,,,,,aparabhāga+iti,,1,80,12,union,cm
121984,aparājitāti,.un.,,,,,aparājita+iti,,1,80,11,union,cm
121985,aparajjheyyāti,.un.,,,,,aparajjheyya+iti,,1,80,14,union,cm
121986,aparajjhitthāti,.un.,,,,,aparajjhittha+iti,,1,80,15,union,cm
121987,aparakālakiriyāpekkhāti,.un.,,,,,aparakālakiriyāpekkha+iti,,1,80,23,union,cm
121988,aparāmaṭṭhattāti,.un.,,,,,aparāmaṭṭhatta+iti,,1,80,16,union,cm
121989,aparantakappanāvasenāti,.un.,,,,,aparantakappanāvasena+iti,,1,80,23,union,cm
121990,aparantakappikatāti,.un.,,,,,aparantakappikata+iti,,1,80,19,union,cm
121991,aparantassāti,.un.,,,,,aparantassa+iti,,1,80,13,union,cm
121992,aparapalibodhāti,.un.,,,,,aparapalibodha+iti,,1,80,16,union,cm
121993,aparāpariyavedanīyañcāti,.un.,,,,,aparāpariyavedanīyaṃ+ca+iti,,1,80,24,union,cm
121994,aparapariyāyavedanīyamevāti,.un.,,,,,aparapariyāyavedanīyaṃ+eva+iti,,1,80,27,union,cm
121995,aparassāti,.un.,,,,,aparassa+iti,,1,80,10,union,cm
121996,āparassāti,.un.,,,,,āparassa+iti,,1,80,10,union,cm
121997,aparibhogārahāti,.un.,,,,,aparibhogāraha+iti,,1,80,16,union,cm
121998,aparibhuñjitvāti,.un.,,,,,aparibhuñjitva+iti,,1,80,16,union,cm
121999,aparibhuttakāmāti,.un.,,,,,aparibhuttakāma+iti,,1,80,17,union,cm
122000,aparibyattakiccāniyevāti,.un.,,,,,aparibyattakiccāni+eva+iti,,1,80,24,union,cm
122001,aparibyattattāvāti,.un.,,,,,aparibyattattāva+iti,,1,80,18,union,cm
122002,aparicattakammaṭṭhānāti,.un.,,,,,aparicattakammaṭṭhāna+iti,,1,80,23,union,cm
122003,apariccattadhātulakkhaṇānaṃyevāti,.un.,,,,,apariccattadhātulakkhaṇānaṃ+eva+iti,,1,80,33,union,cm
122004,apariccattakammaṭṭhānābhiyogāti,.un.,,,,,apariccattakammaṭṭhānābhiyoga+iti,,1,80,31,union,cm
122005,apariccattasinehāti,.un.,,,,,apariccattasineha+iti,,1,80,19,union,cm
122006,aparicchinditvāti,.un.,,,,,aparicchinditva+iti,,1,80,17,union,cm
122007,apariggahāti,.un.,,,,,apariggaha+iti,,1,80,12,union,cm
122008,apariggahitapariññassāti,.un.,,,,,apariggahitapariññassa+iti,,1,80,24,union,cm
122009,aparikkhāratāti,.un.,,,,,aparikkhārata+iti,,1,80,15,union,cm
122010,aparikkhitteyevāti,.un.,,,,,aparikkhitte+eva+iti,,1,80,18,union,cm
122011,aparimeyyāti,.un.,,,,,aparimeyya+iti,,1,80,12,union,cm
122012,aparimitahatthiassasamākiṇṇāti,.un.,,,,,aparimitahatthiassasamākiṇṇa+iti,,1,80,30,union,cm
122013,apariṇāyakāti,.un.,,,,,apariṇāyaka+iti,,1,80,13,union,cm
122014,aparinibbutāti,.un.,,,,,aparinibbuta+iti,,1,80,14,union,cm
122015,apariññātavatthutāyāti,.un.,,,,,apariññātavatthutāya+iti,,1,80,22,union,cm
122016,apariññāti,.un.,,,,,apariñña+iti,,1,80,10,union,cm
122017,aparipuṇṇasaṅkappāvāti,.un.,,,,,aparipuṇṇasaṅkappāva+iti,,1,80,22,union,cm
122018,aparipuṇṇāti,.un.,,,,,aparipuṇṇa+iti,,1,80,12,union,cm
122019,aparipuṇṇavīsativassāti,.un.,,,,,aparipuṇṇavīsativassa+iti,,1,80,23,union,cm
122020,aparipuṇṇekaṅgayuttoyevāti,.un.,,,,,aparipuṇṇekaṅgayutto+eva+iti,,1,80,26,union,cm
122021,aparipūriyevāti,.un.,,,,,aparipūri+eva+iti,,1,80,15,union,cm
122022,aparisuddhakāyakammantakāraṇāti,.un.,,,,,aparisuddhakāyakammantakāraṇa+iti,,1,80,31,union,cm
122023,aparisuddhāti,.un.,,,,,aparisuddha+iti,,1,80,13,union,cm
122024,aparivāsārahattāti,.un.,,,,,aparivāsārahatta+iti,,1,80,18,union,cm
122025,apariyādinnamevāti,.un.,,,,,apariyādinnaṃ+eva+iti,,1,80,18,union,cm
122026,apariyantamevāti,.un.,,,,,apariyantaṃ+eva+iti,,1,80,16,union,cm
122027,apariyāpannadhātuyāti,.un.,,,,,apariyāpannadhātuya+iti,,1,80,21,union,cm
122028,apariyāpannāti,.un.,,,,,apariyāpanna+iti,,1,80,14,union,cm
122029,apariyodapitāti,.un.,,,,,apariyodapita+iti,,1,80,15,union,cm
122030,apariyositañāṇakiccāti,.un.,,,,,apariyositañāṇakicca+iti,,1,80,22,union,cm
122031,apasādetabbāti,.un.,,,,,apasādetabba+iti,,1,80,14,union,cm
122032,apasādhitāti,.un.,,,,,apasādhita+iti,,1,80,12,union,cm
122033,apasaṃsiyāti,.un.,,,,,apasaṃsiya+iti,,1,80,12,union,cm
122034,apassayāti,.un.,,,,,apassaya+iti,,1,80,10,union,cm
122035,apassayitabbāti,.un.,,,,,apassayitabba+iti,,1,80,15,union,cm
122036,apatanakaraṇamevāti,.un.,,,,,apatanakaraṇaṃ+eva+iti,,1,80,19,union,cm
122037,āpāthasukhatāyāti,.un.,,,,,āpāthasukhatāya+iti,,1,80,17,union,cm
122038,apathāti,.un.,,,,,apatha+iti,,1,80,8,union,cm
122039,apaṭiggahitakañcāti,.un.,,,,,apaṭiggahitakaṃ+ca+iti,,1,80,19,union,cm
122040,apaṭiggahitenāti,.un.,,,,,apaṭiggahitena+iti,,1,80,16,union,cm
122041,apaṭikkhipitvāti,.un.,,,,,apaṭikkhipitva+iti,,1,80,16,union,cm
122042,apaṭikkhittāti,.un.,,,,,apaṭikkhitta+iti,,1,80,14,union,cm
122043,apaṭisaṅkhāti,.un.,,,,,apaṭisaṅkha+iti,,1,80,13,union,cm
122044,apaṭisaraṇatāyāti,.un.,,,,,apaṭisaraṇatāya+iti,,1,80,17,union,cm
122045,āpattādhammadhammikāti,.un.,,,,,āpattādhammadhammika+iti,,1,80,22,union,cm
122046,apattadibbavaṇṇāti,.un.,,,,,apattadibbavaṇṇa+iti,,1,80,18,union,cm
122047,apattakāti,.un.,,,,,apattaka+iti,,1,80,10,union,cm
122048,āpattānāpattidassanavasenāti,.un.,,,,,āpattānāpattidassanavasena+iti,,1,80,28,union,cm
122049,āpattiāpannatāyāti,.un.,,,,,āpattiāpannatāya+iti,,1,80,18,union,cm
122050,āpattidesakenāti,.un.,,,,,āpattidesakena+iti,,1,80,16,union,cm
122051,āpattidesetabbāti,.un.,,,,,āpattidesetabba+iti,,1,80,17,union,cm
122052,āpattidukkaṭassāti,.un.,,,,,āpattidukkaṭassa+iti,,1,80,18,union,cm
122053,āpattijanakāti,.un.,,,,,āpattijanaka+iti,,1,80,14,union,cm
122054,āpattijanakāyevāti,.un.,,,,,āpattijanakā+eva+iti,,1,60,18,union,cm
122055,āpattikaramevāti,.un.,,,,,āpattikaraṃ+eva+iti,,1,80,16,union,cm
122056,āpattikāraṇavohārābhāvāti,.un.,,,,,āpattikāraṇavohārābhāva+iti,,1,80,25,union,cm
122057,āpattikkhandhāti,.un.,,,,,āpattikkhandha+iti,,1,80,16,union,cm
122058,āpattilesacodanāti,.un.,,,,,āpattilesacodana+iti,,1,80,18,union,cm
122059,āpattimukhenāti,.un.,,,,,āpattimukhena+iti,,1,80,15,union,cm
122060,āpattinavakāti,.un.,,,,,āpattinavaka+iti,,1,80,14,union,cm
122061,āpattipucchāti,.un.,,,,,āpattipuccha+iti,,1,80,14,union,cm
122062,āpattisabhāgāti,.un.,,,,,āpattisabhāga+iti,,1,80,15,union,cm
122063,āpattisamaññāti,.un.,,,,,āpattisamañña+iti,,1,80,15,union,cm
122064,āpattisāmantāti,.un.,,,,,āpattisāmanta+iti,,1,80,15,union,cm
122065,āpattisiddhāti,.un.,,,,,āpattisiddha+iti,,1,80,14,union,cm
122066,āpattivaḍḍhanakañcāti,.un.,,,,,āpattivaḍḍhanakaṃ+ca+iti,,1,80,21,union,cm
122067,apattoyevāti,.un.,,,,,apatto+eva+iti,,1,80,12,union,cm
122068,apāyagamanāyāti,.un.,,,,,apāyagamanāya+iti,,1,80,15,union,cm
122069,apāyāti,.un.,,,,,apāya+iti,,1,80,7,union,cm
122070,apekkhadhammattāti,.un.,,,,,apekkhadhammatta+iti,,1,80,18,union,cm
122071,apekkhatevāti,.un.,,,,,apekkhateva+iti,,1,80,13,union,cm
122072,apekkhitāti,.un.,,,,,apekkhita+iti,,1,80,11,union,cm
122073,apekkhitvāti,.un.,,,,,apekkhitva+iti,,1,80,12,union,cm
122074,apemāti,.un.,,,,,apema+iti,,1,80,7,union,cm
122075,apesanañcāti,.un.,,,,,apesanaṃ+ca+iti,,1,80,12,union,cm
122076,apetajātarūparajatāti,.un.,,,,,apetajātarūparajata+iti,,1,80,21,union,cm
122077,aphalamevāti,.un.,,,,,aphalaṃ+eva+iti,,1,80,12,union,cm
122078,aphalatāti,.un.,,,,,aphalata+iti,,1,80,10,union,cm
122079,aphalāti,.un.,,,,,aphala+iti,,1,80,8,union,cm
122080,apharusenāti,.un.,,,,,apharusena+iti,,1,80,12,union,cm
122081,aphusitvāti,.un.,,,,,aphusitva+iti,,1,80,11,union,cm
122082,aphusīyitthāti,.un.,,,,,aphusīyittha+iti,,1,80,14,union,cm
122083,apicayadaggenāti,.un.,,,,,apicayadaggena+iti,,1,80,16,union,cm
122084,apihitacittenāti,.un.,,,,,apihitacittena+iti,,1,80,16,union,cm
122085,apīḷanenāti,.un.,,,,,apīḷanena+iti,,1,80,11,union,cm
122086,apilāpanatāti,.un.,,,,,apilāpanata+iti,,1,80,13,union,cm
122087,āpodhātuvivajjitabhūtattayañcāti,.un.,,,,,āpodhātuvivajjitabhūtattayaṃ+ca+iti,,1,80,32,union,cm
122088,āponāmāti,.un.,,,,,āponāma+iti,,1,80,9,union,cm
122089,āpotejovāyonīlapītalohitodātakasiṇañcāti,.un.,,,,,āpotejovāyonīlapītalohitodātakasiṇaṃ+ca+iti,,1,80,40,union,cm
122090,appaccakkhātāti,.un.,,,,,appaccakkhāta+iti,,1,80,15,union,cm
122091,appaccakkhāyāti,.un.,,,,,appaccakkhāya+iti,,1,80,15,union,cm
122092,appaccayaparinibbānatthāyāti,.un.,,,,,appaccayaparinibbānatthāya+iti,,1,80,28,union,cm
122093,appaccayāti,.un.,,,,,appaccaya+iti,,1,80,11,union,cm
122094,appaccayuppannattāti,.un.,,,,,appaccayuppannatta+iti,,1,80,20,union,cm
122095,appacurappayogattāti,.un.,,,,,appacurappayogatta+iti,,1,80,20,union,cm
122096,appadhaṃsiyāti,.un.,,,,,appadhaṃsiya+iti,,1,80,14,union,cm
122097,appadhānabhāvenāti,.un.,,,,,appadhānabhāvena+iti,,1,80,18,union,cm
122098,appagabbāti,.un.,,,,,appagabba+iti,,1,80,11,union,cm
122099,appaguṇajjhānalābhissāti,.un.,,,,,appaguṇajjhānalābhissa+iti,,1,80,24,union,cm
122100,appaguṇatāyāti,.un.,,,,,appaguṇatāya+iti,,1,80,14,union,cm
122101,appahānamevāti,.un.,,,,,appahānaṃ+eva+iti,,1,80,14,union,cm
122102,appaharitvāti,.un.,,,,,appaharitva+iti,,1,80,13,union,cm
122103,appahāyāti,.un.,,,,,appahāya+iti,,1,80,10,union,cm
122104,appahīnānusayattāti,.un.,,,,,appahīnānusayatta+iti,,1,80,19,union,cm
122105,appahīnatāyāti,.un.,,,,,appahīnatāya+iti,,1,80,14,union,cm
122106,appahontāti,.un.,,,,,appahonta+iti,,1,80,11,union,cm
122107,appajānanāti,.un.,,,,,appajānana+iti,,1,80,12,union,cm
122108,appakāsakattāti,.un.,,,,,appakāsakatta+iti,,1,80,15,union,cm
122109,appakattāti,.un.,,,,,appakatta+iti,,1,80,11,union,cm
122110,appalobhatāti,.un.,,,,,appalobhata+iti,,1,80,13,union,cm
122111,appamādabhāvanāti,.un.,,,,,appamādabhāvana+iti,,1,80,17,union,cm
122112,appamādābhāvāti,.un.,,,,,appamādābhāva+iti,,1,80,15,union,cm
122113,appamāṇārammaṇattāti,.un.,,,,,appamāṇārammaṇatta+iti,,1,80,20,union,cm
122114,appamatoyevāti,.un.,,,,,appamato+eva+iti,,1,80,14,union,cm
122115,appamattakaṭṭhenāti,.un.,,,,,appamattakaṭṭhena+iti,,1,80,19,union,cm
122116,appamattassāti,.un.,,,,,appamattassa+iti,,1,80,14,union,cm
122117,appamattāti,.un.,,,,,appamatta+iti,,1,80,11,union,cm
122118,appanābyāpārassāti,.un.,,,,,appanābyāpārassa+iti,,1,80,18,union,cm
122119,appanāvitakkādiavasesajhānaṅgapaṭimaṇḍitāti,.un.,,,,,appanāvitakkādiavasesajhānaṅgapaṭimaṇḍita+iti,,1,80,43,union,cm
122120,appaṇihitānupassanāti,.un.,,,,,appaṇihitānupassana+iti,,1,80,21,union,cm
122121,appaṇihitapaṭipadāyāti,.un.,,,,,appaṇihitapaṭipadāya+iti,,1,80,22,union,cm
122122,appaṇihitappaṭipadāyacāti,.un.,,,,,appaṇihitappaṭipadāyaca+iti,,1,80,25,union,cm
122123,appaññātāti,.un.,,,,,appaññāta+iti,,1,80,11,union,cm
122124,appānubhāvāti,.un.,,,,,appānubhāva+iti,,1,80,13,union,cm
122125,appapāsāṇāti,.un.,,,,,appapāsāṇa+iti,,1,80,12,union,cm
122126,appasādāvahattāti,.un.,,,,,appasādāvahatta+iti,,1,80,17,union,cm
122127,appasatthāti,.un.,,,,,appasattha+iti,,1,80,12,union,cm
122128,appassādaṭṭhenāti,.un.,,,,,appassādaṭṭhena+iti,,1,80,17,union,cm
122129,appatarāti,.un.,,,,,appatara+iti,,1,80,10,union,cm
122130,appataravipākācāti,.un.,,,,,appataravipākāca+iti,,1,80,18,union,cm
122131,appaṭibāhaniyaṭṭhenāti,.un.,,,,,appaṭibāhaniyaṭṭhena+iti,,1,80,22,union,cm
122132,appaṭibhāgadhammāti,.un.,,,,,appaṭibhāgadhamma+iti,,1,80,19,union,cm
122133,appaṭicchannakilomakasaṅkhātañcāti,.un.,,,,,appaṭicchannakilomakasaṅkhātaṃ+ca+iti,,1,80,34,union,cm
122134,appaṭicchannāti,.un.,,,,,appaṭicchanna+iti,,1,80,15,union,cm
122135,appaṭiggahetvāti,.un.,,,,,appaṭiggahetva+iti,,1,80,16,union,cm
122136,appaṭiggahitassāti,.un.,,,,,appaṭiggahitassa+iti,,1,80,18,union,cm
122137,appaṭighaṃsantenāti,.un.,,,,,appaṭighaṃsantena+iti,,1,80,19,union,cm
122138,appaṭihatacittassāti,.un.,,,,,appaṭihatacittassa+iti,,1,80,20,union,cm
122139,appaṭihatamānāti,.un.,,,,,appaṭihatamāna+iti,,1,80,16,union,cm
122140,appaṭihatāyevāti,.un.,,,,,appaṭihatā+eva+iti,,1,60,16,union,cm
122141,appatikāratāti,.un.,,,,,appatikārata+iti,,1,80,14,union,cm
122142,appaṭikūlabhāvañcāti,.un.,,,,,appaṭikūlabhāvaṃ+ca+iti,,1,80,20,union,cm
122143,appaṭilabhitvāti,.un.,,,,,appaṭilabhitva+iti,,1,80,16,union,cm
122144,appaṭinissaṭṭhenāti,.un.,,,,,appaṭinissaṭṭhena+iti,,1,80,19,union,cm
122145,appaṭipajjamānassāti,.un.,,,,,appaṭipajjamānassa+iti,,1,80,20,union,cm
122146,appaṭipajjitvāti,.un.,,,,,appaṭipajjitva+iti,,1,80,16,union,cm
122147,appatirūpakiriyāyāti,.un.,,,,,appatirūpakiriyāya+iti,,1,80,20,union,cm
122148,appatirūpāti,.un.,,,,,appatirūpa+iti,,1,80,12,union,cm
122149,appatirūpattāti,.un.,,,,,appatirūpatta+iti,,1,80,15,union,cm
122150,appaṭisandhikabhāvāti,.un.,,,,,appaṭisandhikabhāva+iti,,1,80,21,union,cm
122151,appaṭisandhikaniruddhattāti,.un.,,,,,appaṭisandhikaniruddhatta+iti,,1,80,27,union,cm
122152,appaṭisandhikāti,.un.,,,,,appaṭisandhika+iti,,1,80,16,union,cm
122153,appaṭisaṅkhāniruddhāti,.un.,,,,,appaṭisaṅkhāniruddha+iti,,1,80,22,union,cm
122154,appaṭisaraṇatāyāti,.un.,,,,,appaṭisaraṇatāya+iti,,1,80,18,union,cm
122155,appaṭisiddhāti,.un.,,,,,appaṭisiddha+iti,,1,80,14,union,cm
122156,appatissāti,.un.,,,,,appatissa+iti,,1,80,11,union,cm
122157,appatiṭṭhamevāti,.un.,,,,,appatiṭṭhaṃ+eva+iti,,1,80,16,union,cm
122158,appatiṭṭhāpanamevāti,.un.,,,,,appatiṭṭhāpanaṃ+eva+iti,,1,80,20,union,cm
122159,appatiṭṭhāpitāyevāti,.un.,,,,,appatiṭṭhāpitā+eva+iti,,1,60,20,union,cm
122160,appatiṭṭhitakāraṇāti,.un.,,,,,appatiṭṭhitakāraṇa+iti,,1,80,20,union,cm
122161,appaṭivānitāti,.un.,,,,,appaṭivānita+iti,,1,80,14,union,cm
122162,appaṭividdhattāti,.un.,,,,,appaṭividdhatta+iti,,1,80,17,union,cm
122163,appaṭivijjhitvāti,.un.,,,,,appaṭivijjhitva+iti,,1,80,17,union,cm
122164,appattaarahattaphalāti,.un.,,,,,appattaarahattaphala+iti,,1,80,22,union,cm
122165,appattaarahattassāti,.un.,,,,,appattaarahattassa+iti,,1,80,20,union,cm
122166,appattamānasāti,.un.,,,,,appattamānasa+iti,,1,80,15,union,cm
122167,appattiyāti,.un.,,,,,appattiya+iti,,1,80,11,union,cm
122168,appatvāti,.un.,,,,,appatva+iti,,1,80,9,union,cm
122169,appavāritamaññāti,.un.,,,,,appavāritamañña+iti,,1,80,17,union,cm
122170,appavattamevāti,.un.,,,,,appavattaṃ+eva+iti,,1,80,15,union,cm
122171,appavattattāti,.un.,,,,,appavattatta+iti,,1,80,14,union,cm
122172,appavattetvāti,.un.,,,,,appavattetva+iti,,1,80,14,union,cm
122173,appavattikaraṇavasenāti,.un.,,,,,appavattikaraṇavasena+iti,,1,80,23,union,cm
122174,appavattikaraṇenāti,.un.,,,,,appavattikaraṇena+iti,,1,80,19,union,cm
122175,appavattikatāti,.un.,,,,,appavattikata+iti,,1,80,15,union,cm
122176,appavattitattāti,.un.,,,,,appavattitatta+iti,,1,80,16,union,cm
122177,appavattitvāti,.un.,,,,,appavattitva+iti,,1,80,14,union,cm
122178,appavattivasenāti,.un.,,,,,appavattivasena+iti,,1,80,17,union,cm
122179,appavattivasenevāti,.un.,,,,,appavattivaseneva+iti,,1,80,19,union,cm
122180,appavattiyācāti,.un.,,,,,appavattiyāca+iti,,1,80,15,union,cm
122181,appavattiyāti,.un.,,,,,appavattiya+iti,,1,80,13,union,cm
122182,appaviṭṭhāti,.un.,,,,,appaviṭṭha+iti,,1,80,12,union,cm
122183,appayogitāti,.un.,,,,,appayogita+iti,,1,80,12,union,cm
122184,appicchakathāti,.un.,,,,,appicchakatha+iti,,1,80,15,union,cm
122185,appicchatāyāti,.un.,,,,,appicchatāya+iti,,1,80,14,union,cm
122186,appiyamevāti,.un.,,,,,appiyaṃ+eva+iti,,1,80,12,union,cm
122187,appiyatāyāti,.un.,,,,,appiyatāya+iti,,1,80,12,union,cm
122188,appiyovāti,.un.,,,,,appiyo+eva+iti,,1,80,10,union,cm
