id,lang,sn,word_en,word,word2,note
86242,my,14,ava,ava,Ava,ava：အဝ<br>  ဘူ = ပါလန ဂတိ ကန္တိ ပီတိ တိတ္တိ အဝဂမ ပဝေသ သဝဏ သာမျတ္ထ ယာစန ကိရိယာ ဣစ္ဆာ ဒိတ္တိ ပတ္တိ အာလိင်္ဂန ဟိံသာ အာဒါန ဘာဂဝုဒ္ဓီသု-စောင့်ရှောက်ခြင်း，သွားခြင်း，တင့်တယ်ခြင်း，နှစ်သက်ခြင်း，ရောင့်ရဲခြင်း，သက်ဝင်ခြင်း，ဝင်ခြင်း，နားထောင်ခြင်း，အရှင်ဟူသောအနက်，တောင်းခြင်း，ပြုခြင်း，အလိုရှိခြင်း，ထွန်းပခြင်း，ရောက်ခြင်း，လည်ဖက်ခြင်း，ညှဉ်းဆဲခြင်း，ယူခြင်း，အဖို့ဟူသော အနက်，ကြီးပွါးခြင်းတို့၌။ အဝတိ။,3,1
86245,my,14,ava,āva,Āva,āva：အာဝ<br>  ဘူ = အဝဒါရဏေ-တူးဖောက်ခြင်း၌။ အာဝတိ။,3,1
95472,my,14,aya,aya,Aya,aya：အယ<br>  ဘူ = ဂတိယံ-သွားခြင်း၌။ အယတိ။,3,1
97442,my,14,babba,babba,Babba,babba：ဗဗ္ဗ<br>  ဘူ = ဂတိယံ-သွားခြင်း၌။ ဗဗ္ဗတိ၊ ဗဗ႓တိ၊ ဗမ္ဗတိ။,5,1
97457,my,14,babbha,babbha,Babbha,babbha：ဗဗ႓<br>  ဘူ = ဂတိယံ-သွားခြင်း၌။ ဗဗ္ဗတိ၊ ဗဗ႓တိ၊ ဗမ္ဗတိ။,6,1
97478,my,14,bada,bada,Bada,bada：ဗဒ<br>  ဘူ = ထေရိယေ-မြဲမြံခိုင်ခံ့ခြင်း၌။ ဗဒတိ။,4,1
97591,my,14,baddha,baddha,Baddha,baddha：ဗဒ္ဓ<br>  ဘူ = သံဟရိသေ၊ သံဟရိသော ဝိနိဗဒ္ဓကြိယာ၊ ဗဒ္ဓတိ၊ ဝိနိဗဒ္ဓတိ၊ ဝိနိဗဒ္ဓေါ။<br>  ဤသို့ နီတိဓာ-၌ ဆိုထားသည်ကို ''ကျမ်းရင်း၌ မရှိ၊ ဝိနိဗဒ္ဓေါ-လည်း ဗဓ-ဓာတ်ဖြင့်ပင် ပြီးတော့ သည်''ဟု ဓာတွတ္ထသင်္ဂဟက ပယ်ထားသည်။,6,1
97815,my,14,badha,badha,Badha,badha：ဗဓ<br>  ဘူ = နိန္ဒာယံ-ကဲ့ရဲ့ခြင်း၌။<br>  စု = ဗာဓနေ-တားမြစ်ခြင်း၌။<br>  ဘူ+စု = ဗန္ဓနေ-နှောင်ဖွဲ့ခြင်း၌။<br>  ဒိ = ဗဇ္ဈနေ-ဖွဲ့မိ，ငြိတွယ်ခြင်း၌။<br>  ဗဓတိ၊ ဗာဓေတိ၊ ဗာဓယတိ၊ ဗဇ္ဈတိ။,5,1
97822,my,14,badha,bādha,Bādha,bādha：ဗာဓ<br>  ဘူ = ဝါရဏ ဗျာဃာတေ-တားမြစ်ခြင်း，ဖျက်ဆီးခြင်း，နှိပ်စက်ခြင်း၌။ ဗာဓတိ။,5,1
98016,my,14,baha,baha,Baha,baha：ဗဟ<br>  ဘူ = ဝုဒ္ဓိယံ-ကြီးပွါးခြင်း၌။ ဗံဟတိ၊ ဗဟတိ။,4,1
98017,my,14,baha,bāha,Bāha,bāha：ဗာဟ<br>  ဘူ = ပယတနေ-အားထုတ်ခြင်း၌။ ဗာဟတိ။,4,1
98385,my,14,bahi,bahi,Bahi,bahi：ဗဟိ<br>  ဘူ = ဝုဒ္ဓိယံ-ကြီးပွါးခြင်း၌။ ဗံဟတိ၊ ဗဟတိ။,4,1
99452,my,14,bahu,bahu,Bahu,bahu：ဗဟု<br>  ဘူ = သင်္ချာန ဝုဒ္ဓီသု-ရေတွက်ခြင်း，ကြီးပွါးခြင်းတို့၌။ ဗဟတိ။,4,1
100910,my,14,bala,bala,Bala,bala：ဗလ<br>  စု+ဘူ = ပါဏန နိရူပေသု-အသက်ရှည်ခြင်း，ပြခြင်းတို့၌။ ဗလယတိ၊ ဗလေတိ။<br>  ဘူ = ဒါန သံဝရ ဝဓ ဓညာဝရောဓေသု-ပေးခြင်း，စောင့်ရှောက်ခြင်း，ညှဉ်းဆဲခြင်း，ပြည့်စုံသည်ကို ဆို့ပိတ်ခြင်း ဘုန်းတန်ခိုးနည်းအောင်ပြုခြင်းတို့၌။<br>  ဗလတိ။,4,1
101055,my,14,balaha,balaha,Balaha,balaha：ဗလဟ<br>  ဘူ = ဟိံသာ ထဝန ဒါန ဝါစာသု-ညှဉ်းဆဲခြင်း，ချီးမွမ်းခြင်း，ပေးကမ်းခြင်း，စကားဆိုခြင်းတို့၌။ ဗလဟတိ။,6,1
102488,my,14,bamba,bamba,Bamba,bamba：ဗမ္ဗ<br>  ဘူ = ဂတိယံ-သွားခြင်း၌။ ဗဗ္ဗတိ၊ ဗဗ႓တိ၊ ဗမ္ဗတိ။,5,1
102489,my,14,bamha,baṃha,Baṃha,baṃha：ဗံဟ<br>  ဘူ = ဝုဒ္ဓိယံ-ကြီးပွါးခြင်း၌။ ဗံဟတိ၊ ဗဟတိ။,5,1
102490,my,14,bana,baṇa,Baṇa,baṇa：ဗဏ<br>  ဘူ = သဒ္ဒေ-အသံပြုခြင်း၌။ ဗဏတိ။,4,1
102518,my,14,bandha,bandha,Bandha,bandha：ဗန္ဓ<br>  ဘူ+စု = ဗန္ဓနေ-တုပ်နှောင် ချည်တည်း ဖွဲ့စည်းရစ်ပတ် နှစ်ပါးစပ်ခြင်း၌။ ဗန္ဓတိ၊ ဗန္ဓယတိ။,6,1
102985,my,14,baraha,baraha,Baraha,baraha：ဗရဟ<br>  ဘူ = ဟိံသာ ထဝန ဒါန ဝါစာသု-ညှဉ်းဆဲခြင်း，ချီးမွမ်းခြင်း，ပေးကမ်းခြင်း，စကားဆိုခြင်းတို့၌။ ဗရဟတိ။,6,1
103119,my,14,batha,baṭha,Baṭha,baṭha：ဗဌ<br>  ဘူ = ဝုဒ္ဓိ သာမတိယေသု-ကြီးပွါးခြင်း，စွမ်းနိုင်ခြင်းတို့၌။ ဗဌတိ။,5,1
103267,my,14,belu,belu,Belu,belu：ဗေလု<br>  ဘူ = ဂတိယံ-သွားခြင်း၌။ ဗေလတိ။,4,1
103352,my,14,bha,bhā,Bhā,bhā：ဘာ<br>  ဘူ = ဒိတ္တိယံ-ထွန်းပခြင်း၌။ ဘာတိ။,3,1
103363,my,14,bhabba,bhabba,Bhabba,bhabba：ဘဗ္ဗ<br>  ဘူ = ဟိံသာယံ-ညှဉ်းဆဲခြင်း၌။ ဘဗ္ဗတိ၊ ဘဗ႓တိ။,6,1
103404,my,14,bhabbha,bhabbha,Bhabbha,bhabbha：ဘဗ႓<br>  ဘူ = ဟိံသာယံ-ညှဉ်းဆဲခြင်း၌။ ဘဗ္ဗတိ၊ ဘဗ႓တိ။,7,1
103465,my,14,bhadda,bhadda,Bhadda,bhadda：ဘဒ္ဒ<br>  ဘူ = ကလျာဏေ-ကောင်းမွန်တင့်တယ်ခြင်း၌။ ဘဒ္ဒတိ။,6,1
103716,my,14,bhadi,bhaḍi,Bhaḍi,bhaḍi：ဘဍိ<br>  ဘူ = ပရိဘာသနေ-ဆဲရေးငြင်းခုံခြင်း၌။<br>  နျာသ၊ ၆၆၃-၌ ဘဏ္ဍနတေ။ ဘဏ္ဍတိ။<br>  စု = ကလျာဏေ-ကောင်းသည်၏အဖြစ်၌။<br>  ဘဏ္ဍေတိ၊ ဘဏ္ဍယတိ၊,5,1
