#,sinhala,1
tthī,ත්ථී,414
ddhī,ද්ධී,415
dhvī,ධ්වී,416
ndhī,න්ධී,417
pphī,ප්ඵී,418
bbhī,බ්භී,419
mphī,ම්ඵී,420
mbhī,ම්භී,421
nthī,න්ථී,422
kkhi,ක්ඛි,423
ṅkhi,ඞ්ඛි,424
ṅghi,ඞ්ඝි,425
cchi,ච්ඡි,426
jjhi,ජ්ඣි,427
ñchi,ඤ්ඡි,428
ñjhi,ඤ්ඣි,429
ṭṭhi,ට්ඨි,430
ḍḍhi,ඩ්ඪි,431
ṇṭhi,ණ්ඨි,432
ṇḍhi,ණ්ඪි,433
tthi,ත්ථි,434
ddhi,ද්ධි,435
dhvi,ධ්වි,436
ndhi,න්ධි,437
pphi,ප්ඵි,438
bbhi,බ්භි,439
mphi,ම්ඵි,440
mbhi,ම්භි,441
nthi,න්ථි,442
kkhē,ක්ඛේ,443
ṅkhē,ඞ්ඛේ,444
ṅghē,ඞ්ඝේ,445
cchē,ච්ඡේ,446
jjhē,ජ්ඣේ,447
ñchē,ඤ්ඡේ,448
ñjhē,ඤ්ඣේ,449
ṭṭhē,ට්ඨේ,450
ḍḍhē,ඩ්ඪේ,451
ṇṭhē,ණ්ඨේ,452
ṇḍhē,ණ්ඪේ,453
tthē,ත්ථේ,454
ddhē,ද්ධේ,455
dhvē,ධ්වේ,456
nthē,න්ථේ,457
ndhē,න්ධේ,458
pphē,ප්ඵේ,459
bbhē,බ්භේ,460
mphē,ම්ඵේ,461
mbhē,ම්භේ,462
nthe,න්ථෙ,463
kkhe,ක්ඛෙ,464
ṅkhe,ඞ්ඛෙ,465
ṅghe,ඞ්ඝෙ,466
cche,ච්ඡෙ,467
jjhe,ජ්ඣෙ,468
ñche,ඤ්ඡෙ,469
ñjhe,ඤ්ඣෙ,470
ṭṭhe,ට්ඨෙ,471
ḍḍhe,ඩ්ඪෙ,472
ṇṭhe,ණ්ඨෙ,473
ṇḍhe,ණ්ඪෙ,474
tthe,ත්ථෙ,475
ddhe,ද්ධෙ,476
dhve,ධ්වෙ,477
ndhe,න්ධෙ,478
pphe,ප්ඵෙ,479
bbhe,බ්භෙ,480
mphe,ම්ඵෙ,481
mbhe,ම්භෙ,482
kvaṃ,ක්වං,483
ṅkaṃ,ඞ්කං,484
ṅgaṃ,ඞ්ගං,485
ccaṃ,ච්චං,486
jjaṃ,ජ්ජං,487
ñcaṃ,ඤ්චං,488
ñjaṃ,ඤ්ජං,489
ññaṃ,ඤ්ඤං,490
ñhaṃ,ඤ්හං,491
ṭṭaṃ,ට්ටං,492
ḍḍaṃ,ඩ්ඩං,493
ṇṭaṃ,ණ්ටං,494
ṇḍaṃ,ණ්ඩං,495
ṇṇaṃ,ණ්ණං,496
ṇhaṃ,ණ්හං,497
ttaṃ,ත්තං,498
tvaṃ,ත්වං,499
ddaṃ,ද්දං,500
dvaṃ,ද්වං,501
ndaṃ,න්දං,502
nnaṃ,න්නං,503
nhaṃ,න්හං,504
ppaṃ,ප්පං,505
bbaṃ,බ්බං,506
mpaṃ,ම්පං,507
mbaṃ,ම්බං,508
mmaṃ,ම්මං,509
mhaṃ,ම්හං,510
yyaṃ,ය්යං,511
yhaṃ,ය්හං,512
lyaṃ,ල්යං,513
llaṃ,ල්ලං,514
lhaṃ,ල්හං,515
vhaṃ,ව්හං,516
smaṃ,ස්මං,517
svaṃ,ස්වං,518
ssaṃ,ස්සං,519
hmaṃ,හ්මං,520
hvaṃ,හ්වං,521
ḷhaṃ,ළ්හං,522
ntaṃ,න්තං,523
nthā,න්ථා,524
kkhā,ක්ඛා,525
ṅkhā,ඞ්ඛා,526
ṅghā,ඞ්ඝා,527
cchā,ච්ඡා,528
jjhā,ජ්ඣා,529
ñchā,ඤ්ඡා,530
ñjhā,ඤ්ඣා,531
ṭṭhā,ට්ඨා,532
ḍḍhā,ඩ්ඪා,533
ṇṭhā,ණ්ඨා,534
ṇḍhā,ණ්ඪා,535
tthā,ත්ථා,536
ddhā,ද්ධා,537
dhvā,ධ්වා,538
ndhā,න්ධා,539
pphā,ප්ඵා,540
bbhā,බ්භා,541
mphā,ම්ඵා,542
mbhā,ම්භා,543
khuṃ,ඛුං,544
ghuṃ,ඝුං,545
chuṃ,ඡුං,546
jhuṃ,ඣුං,547
ṭhuṃ,ඨුං,548
ḍhuṃ,ඪුං,549
thuṃ,ථුං,550
dhuṃ,ධුං,551
phuṃ,ඵුං,552
bhuṃ,භුං,553
khiṃ,ඛිං,554
ghiṃ,ඝිං,555
chiṃ,ඡිං,556
jhiṃ,ඣිං,557
ṭhiṃ,ඨිං,558
ḍhiṃ,ඪිං,559
thiṃ,ථිං,560
dhiṃ,ධිං,561
phiṃ,ඵිං,562
bhiṃ,භිං,563
ntha,න්ථ,564
kkha,ක්ඛ,565
ṅkha,ඞ්ඛ,566
ṅgha,ඞ්ඝ,567
ccha,ච්ඡ,568
jjha,ජ්ඣ,569
ñcha,ඤ්ඡ,570
ñjha,ඤ්ඣ,571
ṭṭha,ට්ඨ,572
ḍḍha,ඩ්ඪ,573
ṇṭha,ණ්ඨ,574
ṇḍha,ණ්ඪ,575
ttha,ත්ථ,576
ddha,ද්ධ,577
dhva,ධ්ව,578
ndha,න්ධ,579
ppha,ප්ඵ,580
bbha,බ්භ,581
mpha,ම්ඵ,582
mbha,ම්භ,583
khaṃ,ඛං,584
ghaṃ,ඝං,585
chaṃ,ඡං,586
jhaṃ,ඣං,587
ṭhaṃ,ඨං,588
ḍhaṃ,ඪං,589
thaṃ,ථං,590
dhaṃ,ධං,591
phaṃ,ඵං,592
bhaṃ,භං,593
yya,‍ය්‍ය,594
kyū,ක්‍යූ,595
krū,ක්‍රූ,596
grū,ග්‍රූ,597
trū,ත්‍රූ,598
drū,ද්‍රූ,599
brū,බ්‍රූ,600
kkū,ක‍්කූ,601
kyu,ක්‍යු,602
kru,ක්‍රු,603
gru,ග්‍රු,604
tru,ත්‍රු,605
dru,ද්‍රු,606
bru,බ්‍රු,607
kku,ක‍්කු,608
kyō,ක්‍යෝ,609
krō,ක්‍රෝ,610
