58362,lakkhaṇattayasallakkhaṇasammasana,.n:base.,.nt.,,,83453,akkhaṇattayasallakkhaṇa+sammasana,,1,100,33,pm,cm
58363,lakkhaṇattayatīraṇa,.n:base.,.nt.$.f.,,,83455,akkhaṇattaya+tīraṇa,,1,100,19,pm,cm
58364,lakkhaṇatthadīpana,.n:base.,.nt.,,,83462,akkhaṇattha+dīpana,,1,100,18,pm,cm
58365,lakkhaṇatthavacana,.n:base.,.nt.,,,83463,akkhaṇattha+vacana,,1,100,18,pm,cm
58366,lakkhaṇattika,.n:base.,.nt.,,,83465,akkhaṇa+tika,,1,100,13,pm,cm
58367,lakkhaṇavacana,.n:base.,.nt.,,,83467,akkhaṇa+vacana,,1,100,14,pm,cm
58368,lakkhaṇavavatthāna,.n:base.,.nt.,,,83472,akkhaṇa+vavatthāna,,1,100,18,pm,cm
58369,lakkhaṇavibhāvana,.n:base.,.nt.$.f.,,,83478,akkhaṇa+vibhāvana,,1,100,17,pm,cm
58370,lakkhaṇavicinana,.n:base.,.nt.,,,83479,akkhaṇa+vicinana,,1,100,16,pm,cm
58371,lakkhaṇavirodhabhaya,.n:base.,.nt.,,,83483,akkhaṇavirodha+bhaya,,1,100,20,pm,cm
58372,lakkhaṇayogga,.n:base.,.nt.,,,83485,akkhaṇa+yogga,,1,100,13,pm,cm
58373,lakkhaṇūpanijjhāna,.n:base.,.nt.,,,83495,akkhaṇa+upanijjhāna,,1,100,18,pm,cm
58374,lakkhaṇūpanijjhāna,.n:base.,.nt.,,,83496,akkhaṇa+upanijjhāna,,1,100,18,pm,cm
58375,lakkhaṇūpanijjhānakicca,.n:base.,.nt.,,,83497,akkhaṇūpanijjhāna+kicca,,1,100,23,pm,cm
58376,lakkhaṇūpanijjhāyana,.n:base.,.nt.,,,83500,akkhaṇa+upanijjhāyana,,1,100,20,pm,cm
58377,lakkhaterasaka,.n:base.,.nt.,,,83502,akkha+terasaka,,1,100,14,pm,cm
58378,lakkhattaya,.n:base.,.nt.,,,83503,akkha+taya=ti+ṇa,,1,100,11,pm,cm
58379,lakkhaṭṭhāna,.n:base.,.nt.,,,83504,akkha+ṭhāna,,1,100,12,pm,cm
58380,lakkhīnilayana,.n:base.,.nt.,,,83516,akkhī+nilayana,,1,100,14,pm,cm
58381,lakkhitabbadhammajāta,.n:base.,.nt.,,,83519,akkhitabba+dhamma+jāta,,1,100,21,pm,cm
58382,lakkhitaṭṭhāna,.n:base.,.nt.,,,83525,akkhita+ṭhāna,,1,100,14,pm,cm
58383,lakuṇḍakabhaddiyasutta,.n:base.,.nt.,,,83538,akuṇḍakabhaddiya+sutta,,1,100,22,pm,cm
58384,lakuṇḍakabhaddiyattheraapadāna,.n:base.,.nt.,,,83540,akuṇḍakabhaddiyatthera+apadāna,,1,100,30,pm,cm
58385,lakuṇḍakabhaddiyattheravatthu,.n:base.,.nt.,,,83542,akuṇḍakabhaddiyatthera+vatthu,,1,100,29,pm,cm
